ID,Q2,Q3,Q3.17.s,Q4,Q5,Q6.1,Q6.2,Q6.3,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q9.3,Q10.1,Q10.2,Q10.3,Q11.1,Q11.2,Q11.3,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1,Q16.2,Q16.3,Q16.4,Q17.1,Q17.2,Q17.3,Q17.4,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.1,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q21.7,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
76,I worked in an office environment all of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Professional Staff,"4 days working remotely, 1 day in the office",3,3,5,3,3,4,5,2,4,2,4,3,2,5,4,4,2,5,4,3,2,3,5,4,2,1,3,4,1,4,2,3,4,3,1,1,3,5,5,2,5,3,4,4,4,3,2,5,2,2,2,5,3,5,3,4,1,2,5,3,5,5,3,2,3,4,4,4,19,18-24,Male,#NULL!,"$15,000 - $24,999",Married,Black or African American,Full-time work,High school/Tertiary/Tech. College,Michigan,Midwest
77,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,"4 days working remotely, 1 day in the office",4,4,5,4,4,4,4,4,4,5,4,4,3,5,3,4,4,4,3,3,4,4,3,4,3,3,4,4,2,4,3,3,3,3,4,4,2,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,51,45-54,Male,Owned house,"$100,000 - $149,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
79,I worked in an office environment some of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,Full time (5 days) working remotely,4,4,4,4,5,4,2,3,4,5,2,3,3,4,3,5,3,1,4,4,4,4,3,2,2,3,4,4,5,3,3,3,4,3,4,4,3,3,5,3,4,4,4,4,4,5,5,3,3,4,3,3,3,3,3,4,4,4,4,3,4,4,3,2,2,3,1,4,41,35-44,Female,Rented apartment,#NULL!,Single / Never married,White,Full-time work,High school/Tertiary/Tech. College,Georgia,South
80,I worked in an office environment some of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Administrative or Support Staff,Full time (5 days) working remotely,5,4,4,5,4,5,4,4,4,5,4,3,2,2,4,5,3,4,5,4,5,5,5,3,4,5,4,4,2,4,3,4,4,5,5,4,4,5,5,4,5,4,4,4,4,5,3,5,4,4,4,5,4,3,5,4,4,4,4,4,3,5,4,3,4,4,4,3,29,25-34,Female,Rented apartment,"$0 - $14,999",Single / Never married,Black or African American,Full-time work,Postgraduate Education,Pennsylvania,Northeast
81,I worked in an office environment all of the time,"Sciences (e.g. Pharma, Biotech, Life Sciences, Forensics & Diagnostics, Medical Hardware & Robotics)",,Manager,"4 days working remotely, 1 day in the office",2,5,2,3,2,5,2,1,3,4,1,3,2,3,5,2,4,1,1,3,4,4,3,5,2,2,4,1,2,2,2,4,5,4,2,1,4,1,3,2,2,5,2,4,5,3,3,4,1,4,2,5,2,3,4,5,1,2,3,4,2,2,3,1,4,2,5,3,31,25-34,Male,Owned house,#NULL!,Single / Never married,Black or African American,Full-time work,University/Higher Education,Illinois,Midwest
86,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Manager,"3 days working remotely, 2 days in the office",3,2,4,3,3,3,3,4,2,4,2,1,3,2,1,1,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,1,3,1,3,4,3,1,3,3,4,1,2,3,2,2,3,2,2,1,3,3,2,3,1,3,1,3,3,2,3,2,3,1,2,2,3,3,55,55-99,Male,Rented house,"$80,000 - $99,999",Married,Black or African American,Full-time work,University/Higher Education,Georgia,South
87,I worked in an office environment most of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Partner/Vice President,"4 days working remotely, 1 day in the office",3,3,3,2,4,3,3,3,4,3,2,4,3,4,5,4,5,3,4,3,3,4,2,2,3,2,3,2,3,3,4,4,3,3,5,2,3,3,3,3,2,2,2,2,3,4,3,5,4,2,3,3,3,5,4,3,4,4,3,2,2,2,3,4,4,4,2,2,49,45-54,Male,Rented house,#NULL!,Married,Black or African American,Full-time work,University/Higher Education,New York,Northeast
88,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Director,Full time (5 days) working remotely,5,5,4,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,32,25-34,Female,Rented apartment,#NULL!,Married,Asian,Full-time work,University/Higher Education,California,West
89,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full time (5 days) working remotely,5,5,4,4,4,3,4,5,3,4,4,4,4,4,5,5,4,4,4,2,5,4,5,4,5,4,5,4,3,5,4,4,5,4,3,5,4,3,5,4,5,4,3,3,4,4,4,5,5,3,4,3,5,5,3,5,5,5,4,3,4,5,3,4,4,3,4,4,50,45-54,Male,Owned house,#NULL!,Married,White,Full-time work,Postgraduate Education,Illinois,Midwest
90,I worked in an office environment some of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,"2 days working remotely, 3 days in the office",5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,4,4,5,3,3,4,5,3,3,4,3,5,5,3,5,3,3,5,5,4,4,5,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,5,3,5,5,5,5,5,3,5,54,45-54,Female,Owned house,"$25,000 - $49,999",Divorced,White,Full-time work,High school/Tertiary/Tech. College,Alabama,South
93,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Administrative or Support Staff,Full-time (5 days) in the office,3,3,4,3,3,4,3,3,3,4,3,3,3,2,2,3,3,3,4,3,2,3,4,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,2,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,37,35-44,Female,Rented apartment,#NULL!,Single / Never married,White,Full-time work,University/Higher Education,Nebraska,Midwest
94,I worked in an office environment all of the time,Other (please specify),Sales,Manager,"4 days working remotely, 1 day in the office",3,4,4,4,4,3,5,4,4,5,4,3,4,5,4,5,4,4,5,3,3,4,4,5,5,2,5,4,2,3,5,4,4,2,1,4,3,1,5,4,4,3,5,3,5,4,3,3,3,5,3,4,5,2,2,4,3,3,2,4,5,3,4,5,5,2,3,4,32,25-34,Male,Rented house,"$150,000 - $199,999",Married,Black or African American,Full-time work,University/Higher Education,Maryland,South
95,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,5,5,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,42,35-44,Female,Rented apartment,"$15,000 - $24,999",#NULL!,White,Full-time work,High school/Tertiary/Tech. College,Michigan,Midwest
96,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Manager,Full time (5 days) working remotely,4,3,2,4,2,5,5,3,3,4,2,3,5,4,3,5,5,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,3,4,5,5,4,5,4,4,3,2,4,4,2,3,4,5,4,5,4,4,4,4,4,3,5,4,5,3,44,35-44,Female,Rented house,"$50,000 - $79,999",Single / Never married,Black or African American,Full-time work,University/Higher Education,South Carolina,South
99,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full time (5 days) working remotely,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,5,3,5,4,4,4,4,4,4,3,4,4,4,3,4,4,5,3,3,3,2,4,4,2,4,3,3,3,5,4,3,3,4,4,4,5,4,4,4,3,3,3,4,5,3,4,44,35-44,Female,Rented house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Wisconsin,Midwest
100,I worked in an office environment most of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Manager,Full time (5 days) working remotely,5,5,4,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,3,3,4,5,5,5,3,3,5,2,5,5,5,5,3,1,5,5,5,5,3,5,5,5,5,5,5,5,3,1,5,5,5,5,4,5,5,5,5,5,5,5,50,45-54,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Oklahoma,South
101,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Administrative or Support Staff,Full-time (5 days) in the office,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,3,4,4,3,4,4,47,45-54,Male,Rented apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Nebraska,Midwest
102,I worked in an office environment some of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,3,4,3,3,4,4,4,4,5,4,4,3,3,4,3,5,4,5,4,4,4,4,4,3,4,5,3,4,3,4,3,4,4,5,4,4,3,5,3,4,4,3,5,5,3,4,5,5,4,4,3,3,3,5,5,4,5,4,3,4,3,5,5,4,3,4,45,45-54,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Minnesota,Midwest
104,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Manager,"4 days working remotely, 1 day in the office",1,4,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,32,25-34,Male,Owned house,"$25,000 - $49,999",Single / Never married,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,Texas,South
109,I worked in an office environment most of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Partner/Vice President,Full time (5 days) working remotely,4,4,5,5,3,4,5,5,5,5,5,5,5,5,4,5,4,5,2,4,5,5,2,5,4,3,5,5,5,3,4,5,4,4,5,5,4,5,5,4,5,5,3,5,4,5,4,5,4,3,5,5,5,5,4,5,5,5,5,3,5,4,5,3,5,5,4,5,18,18-24,Female,Rented house,#NULL!,Single / Never married,Other,Full-time work,High school/Tertiary/Tech. College,Minnesota,Midwest
111,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,Full time (5 days) working remotely,4,5,4,3,4,5,5,5,4,5,4,4,5,4,4,4,4,4,5,5,4,5,5,4,3,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,3,3,4,4,2,4,4,3,3,4,4,3,4,4,4,5,4,4,5,5,5,5,4,5,5,5,5,33,25-34,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Washington,West
112,I worked in an office environment some of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Manager,"3 days working remotely, 2 days in the office",5,4,5,4,2,4,2,4,3,2,3,1,2,4,2,3,4,3,2,2,2,4,2,4,4,2,5,4,2,3,4,3,4,4,2,2,3,2,2,3,3,4,3,2,4,4,2,3,4,4,2,3,3,3,3,5,4,3,3,2,3,2,2,2,3,3,3,4,21,18-24,Female,Rented apartment,#NULL!,Single / Never married,Black or African American,Full-time work,Postgraduate Education,Mississippi,South
113,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Technical Staff,Full-time (5 days) in the office,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,2,4,3,4,3,4,4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,55,55-99,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Illinois,Midwest
115,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,5,2,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,1,5,4,4,2,5,4,5,5,4,5,5,4,3,2,4,1,4,4,3,3,1,2,4,4,4,1,4,3,3,4,3,5,3,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,52,45-54,Female,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Texas,South
118,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,66,55-99,Female,Rented house,"$25,000 - $49,999",Divorced,White,Full-time work,University/Higher Education,California,West
119,I worked in an office environment some of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Technical Staff,Full time (5 days) working remotely,5,4,4,5,5,5,4,4,3,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,5,5,4,4,4,4,5,4,4,2,4,3,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,2,4,49,45-54,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
120,I worked in an office environment all of the time,"Media (e.g. Advertising, PR, Music, Publishing, Broadcasting, Entertainment, Film, Television, Creative)",,Administrative or Support Staff,"2 days working remotely, 3 days in the office",3,2,2,3,4,4,4,4,3,5,5,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,2,4,2,5,5,4,2,3,2,3,5,4,3,5,4,4,3,4,3,4,4,4,3,4,4,4,4,3,2,4,3,4,3,4,3,4,3,4,4,4,3,3,51,45-54,Female,#NULL!,"$50,000 - $79,999",Domestic partnership / Living with partner,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,Florida,South
122,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full-time (5 days) in the office,3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,5,5,5,3,3,3,3,4,4,4,4,3,3,4,5,5,5,4,3,4,4,4,4,4,5,4,2,2,2,2,2,3,5,3,2,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,46,45-54,Male,Rented apartment,"$25,000 - $49,999",Divorced,White,Full-time work,University/Higher Education,Indiana,Midwest
124,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Technical Staff,Full-time (5 days) in the office,4,5,5,5,5,5,3,5,4,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,5,5,4,4,2,5,4,1,4,5,4,4,5,5,5,5,4,3,2,4,3,4,4,5,4,2,5,5,5,4,5,2,5,2,3,4,2,5,4,2,4,5,5,5,33,25-34,Female,Rented apartment,"$80,000 - $99,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Washington,West
126,I worked in an office environment some of the time,Other (please specify),Parking,Administrative or Support Staff,Full-time (5 days) in the office,4,4,5,5,5,5,4,4,4,5,4,4,5,4,3,5,4,5,4,3,3,4,5,5,5,5,4,4,3,4,4,3,4,3,4,4,5,5,5,5,4,4,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,2,1,5,5,5,5,5,5,5,5,5,41,35-44,Female,Rented house,"$80,000 - $99,999",Domestic partnership / Living with partner,White,Full-time work,High school/Tertiary/Tech. College,Michigan,Midwest
127,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Executive Leadership,Full time (5 days) working remotely,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,4,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,5,34,25-34,Female,#NULL!,"$100,000 - $149,999",#NULL!,White,Full-time work,#NULL!,New York,Northeast
129,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,"4 days working remotely, 1 day in the office",1,4,4,3,4,5,1,3,1,4,3,3,4,3,1,5,4,4,1,2,1,2,3,4,3,4,4,5,4,5,5,2,1,1,1,1,3,3,4,5,2,4,1,1,1,1,1,4,4,4,5,3,3,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,63,55-99,Female,Owned house,"$50,000 - $79,999",Divorced,White,Full-time work,University/Higher Education,New Jersey,Northeast
130,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Manager,Full-time (5 days) in the office,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,3,2,4,4,4,4,5,4,4,4,4,4,5,4,4,2,3,2,3,4,5,2,4,3,3,4,4,3,4,45,45-54,Female,Owned apartment,#NULL!,Married,White,Full-time work,Postgraduate Education,New York,Northeast
131,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,1,1,1,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,28,25-34,Female,Owned apartment,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Florida,South
133,I worked in an office environment some of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full time (5 days) working remotely,5,5,3,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,5,5,4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,59,55-99,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,New York,Northeast
135,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Director,Full-time (5 days) in the office,1,4,2,4,5,5,1,1,1,5,3,4,1,4,1,5,4,5,1,1,2,4,5,5,5,5,2,1,2,4,4,3,1,4,2,2,4,4,5,5,4,2,1,2,2,4,1,4,4,1,5,5,4,4,5,5,5,5,2,5,5,4,4,5,4,4,5,5,52,45-54,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Michigan,Midwest
136,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full-time (5 days) in the office,4,5,4,3,5,5,5,5,5,5,4,5,4,2,4,4,2,5,5,5,2,4,5,4,3,4,5,5,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,4,4,4,4,5,4,4,5,3,5,3,3,3,3,3,5,3,5,5,5,5,5,5,5,40,35-44,Male,Rented house,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Texas,South
137,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Professional Staff,"4 days working remotely, 1 day in the office",4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,40,35-44,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
140,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Technical Staff,"3 days working remotely, 2 days in the office",4,4,4,4,5,4,4,3,3,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,5,2,3,2,4,5,4,3,4,3,2,4,4,4,4,2,2,2,2,4,4,2,4,4,4,3,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,50,45-54,Male,Owned apartment,"$25,000 - $49,999",Divorced,White,Full-time work,High school/Tertiary/Tech. College,Nevada,West
141,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Technical Staff,"2 days working remotely, 3 days in the office",2,3,1,3,3,3,3,4,4,3,4,5,5,3,4,3,2,4,4,2,4,5,3,2,4,4,4,3,2,4,5,3,5,3,4,4,4,3,5,3,4,4,2,3,3,4,5,4,5,5,3,2,3,5,2,4,3,5,5,2,4,5,4,4,3,5,2,3,24,18-24,Male,Owned house,"$50,000 - $79,999",Single / Never married,Asian,Full-time work,University/Higher Education,New Jersey,Northeast
143,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Professional Staff,Full-time (5 days) in the office,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,3,4,3,3,3,4,4,4,3,32,25-34,Male,Rented apartment,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Texas,South
146,I worked in an office environment all of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Director,"4 days working remotely, 1 day in the office",4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,29,25-34,Male,Owned house,"$150,000 - $199,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Pennsylvania,Northeast
147,I worked in an office environment all of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Professional Staff,Full-time (5 days) in the office,4,4,4,3,3,3,2,4,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,2,4,2,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,4,2,4,3,3,3,4,3,3,3,3,4,4,4,4,3,4,3,3,3,3,3,2,2,45,45-54,Male,Rented house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Colorado,West
150,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,2,5,5,5,4,1,3,5,5,5,5,2,1,5,5,5,1,1,5,2,5,5,5,5,2,5,2,5,5,5,2,2,5,2,5,5,5,5,1,1,1,2,5,1,2,5,5,5,5,5,5,5,3,3,3,3,3,3,3,5,5,5,5,5,5,5,29,25-34,Female,Rented apartment,"$50,000 - $79,999",Domestic partnership / Living with partner,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,California,West
153,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Professional Staff,Full-time (5 days) in the office,2,4,4,3,5,5,2,3,2,4,4,4,2,2,2,4,4,5,2,2,4,3,4,3,3,4,4,2,3,4,3,2,1,4,4,2,4,5,5,4,1,4,1,3,4,1,2,5,3,4,4,4,2,4,2,2,4,2,4,5,4,5,4,5,5,4,4,4,31,25-34,Female,Owned apartment,"$25,000 - $49,999",Domestic partnership / Living with partner,White,Full-time work,University/Higher Education,Michigan,Midwest
154,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,"2 days working remotely, 3 days in the office",5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,36,35-44,Female,Owned house,"$50,000 - $79,999",Divorced,Other,Full-time work,University/Higher Education,Virginia,South
156,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Technical Staff,"2 days working remotely, 3 days in the office",3,4,4,4,4,4,3,4,3,3,2,4,3,3,3,1,3,3,4,3,3,4,2,5,3,3,3,4,2,3,1,3,4,4,2,3,2,2,3,3,3,2,3,4,3,3,3,4,3,3,3,4,2,3,3,3,3,2,3,3,2,3,4,3,2,2,4,4,22,18-24,Female,Rented house,#NULL!,Single / Never married,White,Full-time work,Secondary School,Arizona,West
158,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,Full-time (5 days) in the office,4,5,5,5,4,5,5,5,5,3,5,4,5,5,4,4,5,5,4,5,5,4,3,4,3,4,4,4,4,5,5,5,4,4,4,4,3,4,3,5,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,4,3,4,4,5,4,4,5,5,5,5,4,5,25,25-34,Female,Owned house,#NULL!,Single / Never married,Black or African American,Full-time work,University/Higher Education,Nebraska,Midwest
162,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Executive Leadership,Full time (5 days) working remotely,5,5,5,5,3,5,3,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,5,3,4,4,4,4,4,4,4,4,3,4,5,4,5,4,5,4,2,5,4,5,4,4,4,4,4,5,5,4,4,4,2,4,5,5,4,4,4,4,2,3,34,25-34,Female,Owned house,"$50,000 - $79,999",Single / Never married,Hispanic or Latino,Full-time work,University/Higher Education,California,West
163,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full time (5 days) working remotely,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,4,4,5,5,5,5,5,4,4,4,3,4,54,45-54,Female,Owned apartment,"$15,000 - $24,999",#NULL!,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
